Date,Value,High,Low
21/05/2017,12974.75,12976.28,12936.05
18/05/2017,12952.38,13081.96,12952.38
17/05/2017,13064.02,13066.8,12936.59
16/05/2017,12936.59,12938.05,12860.02
15/05/2017,12866.06,12904.98,12866.06
14/05/2017,12870.91,12917.53,12870.91
11/05/2017,12906.98,13033.5,12906.74
10/05/2017,12993.4,13047.63,12933.68
09/05/2017,12933.68,12933.74,12822.86
08/05/2017,12827.93,12844.89,12692.15
07/05/2017,12692.15,12730.76,12665.49
04/05/2017,12709.93,12722.08,12603.56
03/05/2017,12603.56,12607.88,12516.64
02/05/2017,12530.32,12565.25,12433.6
30/04/2017,12433.6,12525.69,12345.33
27/04/2017,12525.69,12723.34,12525.69
26/04/2017,12671.29,12710.21,12583.13
24/04/2017,12583.13,12634.4,12523.98
23/04/2017,12544.92,12905.85,12544.92
20/04/2017,12905.85,12972.18,12895.3
19/04/2017,12895.3,13032.84,12883.3
18/04/2017,13027.14,13129.5,12967.38
13/04/2017,12967.38,12984.36,12934.32
12/04/2017,12984.36,13070.07,12984.36
11/04/2017,12995.71,13012.25,12848.56
10/04/2017,12848.56,12895.12,12832.86
09/04/2017,12895.12,13099.94,12890.17
06/04/2017,13098.54,13289.99,13098.54
05/04/2017,13289.99,13407.12,13264.75
04/04/2017,13264.75,13268.64,13061.07
03/04/2017,13061.07,13063.49,12912.27
02/04/2017,12912.27,13022.67,12912.27
30/03/2017,12994.8,13078.2,12976.11
29/03/2017,12987.65,13026.3,12982.66
28/03/2017,12982.66,12999.04,12938.11
27/03/2017,12969.64,13129.26,12969.64
26/03/2017,13108.22,13120.76,13032.06
23/03/2017,13032.06,13042.51,12879.06
22/03/2017,12879.06,12918.11,12849.37
21/03/2017,12905.37,13026.02,12905.37
20/03/2017,13023.49,13133.17,13023.49
19/03/2017,13092.4,13189.86,12983.99
16/03/2017,12983.99,12984.22,12745.49
15/03/2017,12745.49,12828.64,12737.51
14/03/2017,12789.52,12972.6,12789.52
13/03/2017,12929.13,13020.74,12919.9
12/03/2017,12919.9,12953.77,12850.69
09/03/2017,12853.27,12904.42,12735.36
08/03/2017,12735.36,12738.43,12637.26
07/03/2017,12677.55,12749.44,12623.22
06/03/2017,12623.22,12624.33,12468
05/03/2017,12499.61,12500.3,12310.49
02/03/2017,12310.49,12310.49,11998.72
01/03/2017,11998.72,12045.27,11937.67
28/02/2017,11937.67,12023.93,11844.84
27/02/2017,12023.93,12284.44,12023.63
26/02/2017,12269.88,12410.25,12240.53
23/02/2017,12240.53,12453.15,12211.21
22/02/2017,12401.09,12667.98,12401.09
21/02/2017,12657.82,12687.23,12444.18
20/02/2017,12444.18,12549.17,12347.66
19/02/2017,12549.17,12714.58,12549.17
16/02/2017,12651.97,12666.75,12448.35
15/02/2017,12448.35,12503.73,12300.41
14/02/2017,12503.73,12798.69,12503.73
13/02/2017,12740.05,12922.44,12730.95
12/02/2017,12922.44,13138.45,12922.44
09/02/2017,13114.86,13228.33,13114.86
08/02/2017,13228.33,13411.32,13129.27
07/02/2017,13129.27,13129.27,12849.42
06/02/2017,12849.42,12895.3,12813.52
05/02/2017,12883.43,12973.71,12806.07
02/02/2017,12806.07,12806.1,12578.22
01/02/2017,12584.26,12771.94,12584.26
31/01/2017,12672.49,12926.07,12672.49
30/01/2017,12926.07,13162.56,12926.07
29/01/2017,13161.52,13223.41,13091.05
26/01/2017,13091.05,13091.63,12882.88
24/01/2017,12882.88,13002.89,12778.4
23/01/2017,13002.89,13043.37,12722.08
22/01/2017,12722.08,12806.77,12629.7
19/01/2017,12806.77,13304.44,12806.77
18/01/2017,13304.44,13544.4,13304.44
17/01/2017,13436.1,13442.61,13264.82
16/01/2017,13264.82,13300.28,13138.75
15/01/2017,13287.76,13367.62,13223.9
12/01/2017,13223.9,13234.65,13089.05
11/01/2017,13089.05,13104.14,13005.64
10/01/2017,13014.54,13044.6,12781.16
09/01/2017,12781.16,12891.66,12739.79
08/01/2017,12891.39,12946.53,12824.32
05/01/2017,12824.32,12826.25,12608.44
04/01/2017,12608.44,12635.55,12425.17
03/01/2017,12425.17,12429.84,12290.61
02/01/2017,12290.61,12405.15,12290.61
29/12/2016,12344.89,12411.15,12259.83
28/12/2016,12259.83,12300.28,12181.98
27/12/2016,12181.98,12229.87,12181.98
26/12/2016,12182.04,12262.99,12182.04
25/12/2016,12251.06,12420.3,12251.06
22/12/2016,12420.3,12533.6,12366.96
21/12/2016,12366.96,12366.96,12147.95
20/12/2016,12147.95,12169.88,11752.46
19/12/2016,11752.46,11752.47,11398.01
18/12/2016,11398.01,11425.68,11326.03
15/12/2016,11326.03,11383.45,11314.36
14/12/2016,11317.17,11398.96,11313.6
13/12/2016,11385.1,11529.05,11385.1
12/12/2016,11444.06,11448.59,11210.84
08/12/2016,11297.93,11348.37,11228.07
07/12/2016,11348.37,11535.58,11348.37
06/12/2016,11502.51,11518.02,11402.59
05/12/2016,11426.5,11635.59,11426.5
04/12/2016,11631.41,11640.99,11539.67
01/12/2016,11548.15,11580.14,11453.25
30/11/2016,11453.25,11469.25,11159.32
29/11/2016,11159.32,11261.82,11103.06
28/11/2016,11261.82,11309.39,11145.95
27/11/2016,11145.95,11353.11,11141.82
24/11/2016,11353.11,11656.74,11353.11
23/11/2016,11550.31,11564.58,11494.26
22/11/2016,11519.8,11687.99,11519.8
21/11/2016,11543.07,11543.07,11277.47
20/11/2016,11277.47,11278.53,11061.57
17/11/2016,11221.56,11336.31,10997.38
16/11/2016,10997.38,10997.38,10640.57
15/11/2016,10640.57,10698.03,10624.98
14/11/2016,10694.41,10916.97,10694.41
13/11/2016,10916.97,11029.16,10688.16
10/11/2016,10688.16,10688.16,10225.5
09/11/2016,10225.5,10225.5,9828.46
08/11/2016,10096.57,10176.71,9852.69
07/11/2016,9852.69,9852.69,9349.9
06/11/2016,9349.9,9349.9,8810.51
03/11/2016,8810.51,9231.07,8524.66
02/11/2016,8524.66,8643.2,8447.76
01/11/2016,8447.76,8457.32,8386.03
31/10/2016,8386.03,8403.61,8338.02
30/10/2016,8357.42,8394.9,8343.31
27/10/2016,8343.31,8343.31,8248.1
26/10/2016,8257.21,8308.54,8257.2
25/10/2016,8261.14,8265.55,8220.9
24/10/2016,8228.13,8274.15,8208.34
23/10/2016,8274.15,8308.18,8274.15
20/10/2016,8277.21,8280.72,8160.4
19/10/2016,8160.4,8227.91,8134.51
18/10/2016,8213.53,8262.03,8188.8
17/10/2016,8243.32,8432.72,8242.94
16/10/2016,8432.41,8612.8,8432.41
13/10/2016,8505.12,8506.35,8185.95
12/10/2016,8185.95,8277.83,8182.28
11/10/2016,8232.77,8364,8202.25
10/10/2016,8364,8479.05,8364
09/10/2016,8436.82,8452.28,8368.49
05/10/2016,8368.52,8369.02,8197.94
04/10/2016,8198.51,8232.51,8133.12
03/10/2016,8133.12,8133.41,7881.11
29/09/2016,7881.11,7922.51,7872.66
28/09/2016,7907.92,7957.7,7907.92
27/09/2016,7948.93,8047.4,7948.72
26/09/2016,7974.84,7976.4,7904.53
25/09/2016,7904.53,7934.62,7904.53
22/09/2016,7913.94,7938.68,7900.96
21/09/2016,7937.79,8064.61,7937.79
20/09/2016,8048.69,8057.07,7974.12
19/09/2016,7974.12,7974.12,7916.06
18/09/2016,7916.41,7994.12,7916.41
15/09/2016,7979.25,8134.57,7979.25
14/09/2016,8132.75,8189.5,8132.75
08/09/2016,8188.2,8194.48,8145.2
07/09/2016,8146.1,8202.43,8146.1
06/09/2016,8202.43,8270.76,8202.43
05/09/2016,8270.76,8314.58,8241.16
04/09/2016,8241.16,8241.16,8128.42
01/09/2016,8136.44,8158.04,8130.4
31/08/2016,8158.04,8202.12,8080.81
30/08/2016,8080.81,8081.45,8028.06
29/08/2016,8032.43,8108.09,8032.43
28/08/2016,8052.23,8131.49,8051.77
25/08/2016,8131.49,8224.33,8131.49
24/08/2016,8224.33,8239.1,8185.32
23/08/2016,8186.7,8247.28,8174.64
22/08/2016,8246.9,8405.99,8246.9
21/08/2016,8352.27,8353.65,8309.27
18/08/2016,8317.17,8428.17,8317.17
17/08/2016,8347.38,8387.49,8277.15
16/08/2016,8387.49,8481.13,8386.73
15/08/2016,8453.53,8475.83,8351.07
14/08/2016,8351.07,8377.71,8285.01
11/08/2016,8377.71,8388.07,8291.51
10/08/2016,8291.51,8291.51,8199.65
09/08/2016,8199.65,8280.14,8196.51
08/08/2016,8273.14,8298.06,8223.46
07/08/2016,8223.46,8255.36,8196.27
04/08/2016,8255.36,8263.68,8104.57
03/08/2016,8104.57,8104.82,7973.45
02/08/2016,7973.45,7980.29,7930.14
01/08/2016,7930.14,7998.16,7915.85
31/07/2016,7983.15,8030.85,7983.15
28/07/2016,8030.85,8031.49,7885.6
27/07/2016,7914.74,7918.7,7539.99
26/07/2016,7539.99,7608.4,7517.78
25/07/2016,7517.78,7520.86,7452.15
24/07/2016,7463.72,7485.2,7436.87
21/07/2016,7436.87,7503.36,7432.64
20/07/2016,7503.36,7599.53,7502.48
19/07/2016,7596.96,7628.64,7578.3
18/07/2016,7628.64,7709.36,7599.64
17/07/2016,7599.64,7599.64,7556.81
14/07/2016,7583.06,7587.79,7527.59
13/07/2016,7559.87,7603.79,7457.5
12/07/2016,7457.5,7506.18,7370.38
11/07/2016,7506.18,7645.51,7506.18
10/07/2016,7517.43,7517.43,7182.8
04/07/2016,7182.8,7182.8,6981.72
03/07/2016,6981.72,6981.72,6942.52
29/06/2016,6942.52,6991.36,6931.94
28/06/2016,6931.94,6936.84,6899.46
27/06/2016,6903.81,6977.47,6851.61
26/06/2016,6851.61,7253.31,6831.59
23/06/2016,7253.31,7254.43,7155.04
22/06/2016,7156.49,7250.92,7153.08
21/06/2016,7250.92,7346.17,7203.64
20/06/2016,7203.64,7337.97,7166.39
19/06/2016,7337.97,7453.58,7337.97
16/06/2016,7420.39,7433.71,7386.68
15/06/2016,7414.81,7582.97,7406.27
14/06/2016,7570.05,7645.21,7570.05
13/06/2016,7645.21,7697.43,7643.76
12/06/2016,7650.62,7756.3,7650.62
09/06/2016,7756.3,7780.13,7739.24
08/06/2016,7780.13,7815.89,7717.35
07/06/2016,7717.35,7717.35,7636.69
06/06/2016,7639.59,7650.81,7559.98
05/06/2016,7563.5,7631.42,7563.5
02/06/2016,7617.88,7632.77,7572.39
01/06/2016,7572.39,7573.18,7483.65
31/05/2016,7483.65,7498.2,7450.04
30/05/2016,7452.88,7497.71,7452.88
29/05/2016,7486.13,7531.15,7485.34
26/05/2016,7531.15,7555.17,7518.1
25/05/2016,7543.43,7562.57,7497.33
24/05/2016,7497.33,7497.33,7417.08
23/05/2016,7417.08,7494.76,7414.29
22/05/2016,7494.76,7552.44,7494.76
19/05/2016,7499.49,7637.04,7477
18/05/2016,7637.04,7670.21,7549.97
17/05/2016,7549.97,7549.97,7409.27
16/05/2016,7409.27,7422.88,7326.95
15/05/2016,7373,7520.52,7373
12/05/2016,7520.52,7549.58,7491.56
11/05/2016,7503.4,7621.91,7502.14
10/05/2016,7621.91,7684.92,7620.98
09/05/2016,7646.02,7674.94,7571.7
08/05/2016,7571.7,7571.7,7504.54
05/05/2016,7547.49,7555.12,7442.44
04/05/2016,7442.44,7531.59,7429.64
03/05/2016,7531.59,7791.31,7531.59
28/04/2016,7773.23,7863.58,7702.22
27/04/2016,7863.58,7993.98,7863.58
26/04/2016,7886.82,7889.74,7743.41
24/04/2016,7743.41,7781.45,7705.13
21/04/2016,7781.45,7849.91,7781.45
20/04/2016,7799.86,7918.88,7799.86
19/04/2016,7864.03,7864.21,7662.44
18/04/2016,7662.44,7662.44,7517.02
17/04/2016,7517.02,7517.02,7463.1
14/04/2016,7463.1,7474.01,7401.38
13/04/2016,7420.61,7432.4,7331.05
12/04/2016,7331.05,7342.46,7275.55
11/04/2016,7342.46,7403.77,7342.46
10/04/2016,7403.77,7545.67,7403.77
07/04/2016,7478.74,7480.15,7408.89
06/04/2016,7459.84,7685.38,7459.84
05/04/2016,7657.98,7679.81,7577.02
04/04/2016,7577.02,7577.32,7498.15
03/04/2016,7521.2,7573.85,7520.97
31/03/2016,7524.99,7530.65,7430.88
30/03/2016,7485.06,7578.34,7485.06
29/03/2016,7567.46,7628.06,7483.18
28/03/2016,7494.1,7494.1,7422.17
27/03/2016,7480.11,7609.97,7480.11
24/03/2016,7548.22,7570.48,7495.47
23/03/2016,7495.47,7495.49,7363.72
22/03/2016,7430.33,7573.26,7430.33
21/03/2016,7494.12,7494.12,7378.44
20/03/2016,7465.86,7608.7,7465.86
17/03/2016,7485.69,7488.74,7228.68
16/03/2016,7228.68,7256.71,7139.44
15/03/2016,7139.44,7158.49,7003.85
14/03/2016,7003.85,7010.41,6563.83
13/03/2016,6563.83,6634.44,6562.78
10/03/2016,6563.65,6572.18,6372.64
09/03/2016,6372.64,6372.87,6310.81
08/03/2016,6339.76,6351.84,6261.41
07/03/2016,6261.41,6261.5,6214.94
06/03/2016,6214.94,6221.24,6089.34
03/03/2016,6089.34,6089.38,6034.21
02/03/2016,6076.57,6145.93,6076.57
01/03/2016,6115.54,6148.42,6112.05
29/02/2016,6146.93,6185.21,6146.78
28/02/2016,6156.01,6157.69,6079.13
25/02/2016,6079.13,6087.8,6054.03
24/02/2016,6054.03,6104.74,6054.03
23/02/2016,6104.74,6122.19,6064.91
22/02/2016,6086.45,6086.45,6007.88
21/02/2016,6007.88,6008.14,5944.47
18/02/2016,5944.47,5965.39,5938.25
17/02/2016,5947.7,5951.14,5890.98
16/02/2016,5894.6,5901.29,5800.05
15/02/2016,5800.05,5808.49,5753.74
14/02/2016,5753.74,5842.63,5753.67
11/02/2016,5813.72,6062.65,5813.55
10/02/2016,6062.65,6075.46,5993.91
09/02/2016,6004.41,6174.77,6004.25
08/02/2016,6174.77,6261.31,6126.47
07/02/2016,6126.47,6202.22,6123.46
04/02/2016,6202.22,6208.71,6066.54
03/02/2016,6066.54,6067.03,5984.6
02/02/2016,6008.85,6015.49,5906.92
01/02/2016,5906.92,5992.72,5895.67
31/01/2016,5992.72,6114.24,5986.78
28/01/2016,5986.78,6001.86,5955.07
27/01/2016,5960.59,5996.42,5896.56
26/01/2016,5896.56,5896.56,5799
24/01/2016,5893.54,5949.95,5713.35
21/01/2016,5713.35,5776.59,5654.8
20/01/2016,5776.59,6097.45,5776.59
19/01/2016,6097.45,6132.48,5941.19
18/01/2016,5941.19,5946.42,5760.19
17/01/2016,5760.19,5857.7,5526.02
14/01/2016,5857.7,6205.23,5857.7
13/01/2016,6205.23,6491.88,6205.23
12/01/2016,6463.92,6634.98,6463.92
11/01/2016,6634.98,6782.67,6634.98
10/01/2016,6782.35,6922.71,6778.01
06/01/2016,6922.71,7025.61,6916.01
05/01/2016,7021.42,7036.74,6942.25
04/01/2016,6982.25,7109.71,6982.25
03/01/2016,7089.06,7089.06,6986.92
31/12/2015,7006.01,7030.08,6981.01
30/12/2015,6981.01,6982.48,6794.75
29/12/2015,6794.75,6794.98,6694.47
28/12/2015,6744.47,6781.24,6744.36
27/12/2015,6749.11,6812.65,6749.11
24/12/2015,6812.65,6824.17,6769.08
22/12/2015,6769.08,6806.04,6762.26
21/12/2015,6762.26,6775.45,6704.52
20/12/2015,6707.66,6720.3,6636.81
17/12/2015,6669.8,6678.21,6488.51
16/12/2015,6488.51,6488.51,6421
15/12/2015,6421,6431.92,6376.31
14/12/2015,6408.12,6457.04,6395.2
13/12/2015,6395.2,6637.91,6386.6
10/12/2015,6637.91,6686.16,6628.27
09/12/2015,6629.32,6630.08,6585.3
08/12/2015,6608.01,6777.81,6608.01
07/12/2015,6777.81,6897.14,6777.81
06/12/2015,6837.42,6837.42,6722.01
03/12/2015,6779.28,6790.43,6649.72
02/12/2015,6649.72,6649.72,6424.88
01/12/2015,6424.88,6426.41,6341.47
30/11/2015,6356.65,6480.58,6356.65
29/11/2015,6477.73,6480.43,6426.76
26/11/2015,6427.82,6437.6,6383
25/11/2015,6391.07,6392.59,6321.39
24/11/2015,6321.39,6451.32,6320.01
23/11/2015,6451.32,6642.46,6451.32
22/11/2015,6607.53,6611.38,6568.97
19/11/2015,6568.97,6571.31,6413.97
18/11/2015,6413.97,6413.97,6302.19
17/11/2015,6407.33,6574.5,6407.33
16/11/2015,6480.65,6547.61,6461.04
15/11/2015,6522.12,6806.67,6519.16
12/11/2015,6806.67,6866.21,6801.9
11/11/2015,6801.9,6878.7,6780.62
10/11/2015,6824.74,7138.81,6824.07
09/11/2015,7138.81,7347.22,7138.81
08/11/2015,7347.22,7541.72,7347.22
05/11/2015,7541.72,7541.72,7450.36
04/11/2015,7450.36,7455.19,7420.84
03/11/2015,7432.96,7495.38,7432.96
02/11/2015,7434.69,7434.69,7382.8
01/11/2015,7413.01,7507.89,7413.01
29/10/2015,7507.89,7546.14,7479.59
28/10/2015,7479.59,7535.53,7466.91
27/10/2015,7534.08,7578.15,7516.36
26/10/2015,7577.53,7664.76,7577.53
25/10/2015,7653.14,7655.15,7611.03
22/10/2015,7611.03,7688.98,7610.89
21/10/2015,7669.14,7670.55,7619.87
20/10/2015,7658.95,7715.92,7621.67
19/10/2015,7621.67,7621.67,7518.08
18/10/2015,7538.22,7596.59,7536.21
15/10/2015,7594.45,7678.91,7594.45
13/10/2015,7669.12,7676.11,7628.31
12/10/2015,7650.65,7664.16,7547.66
11/10/2015,7547.66,7547.66,7491.67
08/10/2015,7491.67,7491.67,7354.56
07/10/2015,7354.56,7354.56,7239.27
05/10/2015,7239.27,7271.13,7238.94
04/10/2015,7263.29,7316.93,7263.29
01/10/2015,7310.71,7340.95,7310.71
30/09/2015,7332.88,7366.08,7331.53
29/09/2015,7331.53,7427.25,7331.53
28/09/2015,7409.06,7412.31,7346.54
22/09/2015,7346.54,7371.5,7285.25
21/09/2015,7285.25,7292.94,7234.46
20/09/2015,7234.46,7267.52,7213.06
17/09/2015,7267.52,7279,7259.04
16/09/2015,7266.42,7273.92,7175.59
15/09/2015,7175.59,7201.6,7158.1
14/09/2015,7158.1,7158.1,7082
13/09/2015,7082,7086.83,7014.64
10/09/2015,7039.33,7050.02,7020.68
09/09/2015,7050.02,7081.07,6924.05
08/09/2015,6924.05,7166.62,6920.73
07/09/2015,7166.62,7315.32,7166.62
06/09/2015,7273.92,7324.29,7273.92
03/09/2015,7295.96,7298.88,7150.47
02/09/2015,7150.47,7203.86,7105.83
01/09/2015,7203.86,7267.64,7196.42
31/08/2015,7252.43,7253.15,7011.25
30/08/2015,7055.28,7127.91,7055.28
27/08/2015,7078.83,7084.81,6873.49
26/08/2015,6873.49,6873.49,6820.01
25/08/2015,6836.95,6841.76,6641.65
24/08/2015,6654.06,6784.09,6652.29
23/08/2015,6784.09,7172.63,6784.09
20/08/2015,7172.63,7240.77,7137.61
19/08/2015,7240.77,7402.09,7228.1
18/08/2015,7398.43,7594.05,7398.43
17/08/2015,7594.05,7626.92,7535.97
16/08/2015,7625.76,7879.82,7625.76
13/08/2015,7879.82,7949.96,7879.82
12/08/2015,7911.88,8083.18,7911.88
11/08/2015,8083.18,8105.15,8028.69
10/08/2015,8028.69,8029.56,7997.22
09/08/2015,8011.06,8121.23,8011.06
05/08/2015,8114.08,8204.1,8114.08
04/08/2015,8181.95,8189.75,8087.54
03/08/2015,8087.54,8158.31,8076.59
02/08/2015,8158.31,8217.95,8158.31
30/07/2015,8191.53,8197.61,8105.69
29/07/2015,8105.69,8106.34,7949.89
28/07/2015,7949.89,7949.89,7886.35
27/07/2015,7887.87,8004.83,7875.58
26/07/2015,8004.83,8139.84,8004.83
22/07/2015,8087.24,8087.41,8020.42
21/07/2015,8049.69,8076.67,8022.91
16/07/2015,8022.91,8023.3,7882.62
15/07/2015,7882.62,7882.64,7686.91
14/07/2015,7686.91,7691.1,7587.07
13/07/2015,7587.07,7692.72,7587.07
12/07/2015,7691.35,7745.66,7617.39
09/07/2015,7617.39,7617.8,7527.08
08/07/2015,7550.98,7756.77,7550.98
07/07/2015,7752.94,7890.56,7752.93
06/07/2015,7870.78,8218.25,7870.32
05/07/2015,8218.25,8391.05,8211.26
02/07/2015,8314.72,8371.53,8303.51
29/06/2015,8371.53,8522.79,8369.95
28/06/2015,8511.98,8534.76,8406.17
25/06/2015,8406.17,8456.82,8356.35
24/06/2015,8456.82,8514.04,8444.93
23/06/2015,8444.93,8489.79,8444.16
22/06/2015,8489.41,8540.13,8489.41
21/06/2015,8535.19,8611.42,8535.19
18/06/2015,8576.71,8582.35,8552.79
17/06/2015,8556.55,8568.08,8536.49
16/06/2015,8556.1,8557.41,8515.63
15/06/2015,8515.63,8574.03,8512.33
14/06/2015,8534.13,8635.15,8533.99
11/06/2015,8626.46,8646.38,8614.1
10/06/2015,8639.43,8751.51,8639.43
09/06/2015,8660.93,8673.14,8606.55
08/06/2015,8672.33,8766.9,8672.33
07/06/2015,8728.87,8780.76,8713.88
04/06/2015,8780.76,8905.6,8780.73
03/06/2015,8905.6,8953.1,8847.59
02/06/2015,8847.59,8847.78,8726.12
01/06/2015,8745.04,8852.08,8745.04
31/05/2015,8782.55,8912.05,8773.32
28/05/2015,8912.05,8994.63,8912.05
27/05/2015,8966.71,8998.74,8957.5
26/05/2015,8975.32,9089.5,8975.32
25/05/2015,9050.76,9144.25,9050.74
24/05/2015,9121.92,9125.17,8988.03
21/05/2015,8988.03,9000.57,8826.45
20/05/2015,8826.45,8877.68,8795.39
19/05/2015,8877.68,9039.78,8798.17
18/05/2015,8798.17,8803.32,8260.92
17/05/2015,8260.92,8341,8260.92
14/05/2015,8303.37,8526.43,8301.93
13/05/2015,8526.43,8685.45,8526.43
12/05/2015,8674.34,8691.85,8653.23
11/05/2015,8691.85,8761.38,8691.31
10/05/2015,8692,8753.2,8690.7
07/05/2015,8742.42,8806.91,8742.42
06/05/2015,8756.31,8859.98,8756.31
05/05/2015,8828.33,8828.33,8652.12
04/05/2015,8652.12,8655.48,8556.07
03/05/2015,8562.97,8672.29,8562.72
30/04/2015,8672.29,8677.71,8488.49
29/04/2015,8488.49,8488.49,8330.03
28/04/2015,8330.52,8512.49,8317.53
27/04/2015,8493.68,8693.85,8493.68
26/04/2015,8633.86,8731.75,8631.21
23/04/2015,8731.29,8753.52,8629.13
22/04/2015,8629.49,8629.49,8546.14
21/04/2015,8575.27,8631.93,8575.27
20/04/2015,8595.78,8765.34,8589.85
19/04/2015,8765.34,8886.84,8765.34
16/04/2015,8886.84,8897.38,8843.29
15/04/2015,8896.68,8977.62,8896.68
14/04/2015,8927.53,8945.33,8892.53
09/04/2015,8892.53,8892.53,8788.9
08/04/2015,8788.9,8788.9,8555.65
07/04/2015,8716.37,8718.97,8508.24
06/04/2015,8508.24,8617.93,8449.57
05/04/2015,8607.66,8891.73,8607.66
02/04/2015,8891.73,9112.29,8891.59
01/04/2015,9099.33,9146.41,9099.33
31/03/2015,9134.78,9148.52,9079.99
30/03/2015,9118.97,9118.97,9028.61
29/03/2015,9062.99,9145.87,9052.5
26/03/2015,9052.5,9198.46,8948.75
25/03/2015,9198.46,9367.54,9198.46
24/03/2015,9367.54,9442.9,9367.54
23/03/2015,9374.12,9374.12,9303.06
22/03/2015,9354.73,9518.28,9354.73
19/03/2015,9518.28,9561.63,9484.08
18/03/2015,9484.08,9561.33,9471.35
17/03/2015,9561.33,9594.07,9493.59
16/03/2015,9529.01,9726.03,9529.01
15/03/2015,9726.03,9820.21,9640.77
12/03/2015,9640.77,9690.74,9575
11/03/2015,9576.46,9709.5,9576.14
10/03/2015,9709.5,9802.13,9709.5
09/03/2015,9713.61,9716.98,9626.23
08/03/2015,9638.41,9655.49,9575.98
05/03/2015,9575.98,9575.98,9461.06
04/03/2015,9461.06,9477.76,9453.89
03/03/2015,9475.27,9508.51,9453.48
02/03/2015,9456.33,9461.48,9283.59
01/03/2015,9283.59,9359.67,9259.39
26/02/2015,9334.01,9476.04,9333.79
25/02/2015,9469.08,9611.66,9468.6
24/02/2015,9611.66,9636.22,9568.12
23/02/2015,9601.14,9673.2,9494.55
22/02/2015,9494.55,9508.47,9473.1
19/02/2015,9481.2,9575.94,9481.2
18/02/2015,9537.23,9560.52,9433.85
17/02/2015,9433.85,9613.21,9422.4
16/02/2015,9585.92,9785.31,9585.92
15/02/2015,9785.31,9833.42,9739.14
12/02/2015,9747.36,9770.78,9656.45
11/02/2015,9770.78,9916.17,9770.78
10/02/2015,9900.65,9954.6,9884.46
09/02/2015,9884.46,9957.93,9883.69
08/02/2015,9957.93,10041.59,9957.57
05/02/2015,9965.43,10045.93,9945.59
04/02/2015,10045.93,10066.11,9954.34
03/02/2015,9954.34,9961.67,9830.46
02/02/2015,9830.46,9860.32,9779.76
01/02/2015,9779.76,9869.54,9779.76
29/01/2015,9843.1,9871.41,9832.01
28/01/2015,9863.73,9947.17,9863.73
27/01/2015,9946.58,9978.04,9834.81
26/01/2015,9834.81,9898.98,9786.48
22/01/2015,9898.86,9975.88,9856.3
21/01/2015,9856.3,9856.3,9771.44
20/01/2015,9804.18,9825.5,9599.1
19/01/2015,9599.1,9599.36,9458.81
18/01/2015,9530.92,9573.67,9530.92
15/01/2015,9555.99,9623.86,9511.06
14/01/2015,9544.08,9547.39,9308.98
13/01/2015,9308.98,9309.21,9109.23
12/01/2015,9109.23,9109.23,8895.69
11/01/2015,8909.75,8957.59,8909.75
08/01/2015,8946.34,8954.29,8798.94
06/01/2015,8798.94,9011.07,8754.87
05/01/2015,9011.07,9033.07,8931.8
04/01/2015,8942.65,8942.65,8880.21
31/12/2014,8926.58,9052.84,8926.58
30/12/2014,9005.75,9023.18,8958.13
29/12/2014,8958.13,8958.13,8743.12
28/12/2014,8745.16,8773.14,8725.17
25/12/2014,8740.12,8780.87,8740.12
24/12/2014,8766.12,8802.91,8709.64
23/12/2014,8710.6,8781.86,8697.68
22/12/2014,8703.32,8713.53,8635.57
21/12/2014,8690.43,8726.22,8399.89
18/12/2014,8399.89,8407.18,8124.68
17/12/2014,8124.68,8639.99,8124.68
16/12/2014,8515.66,8832.28,8481.81
15/12/2014,8832.28,8832.28,8713.62
14/12/2014,8715.92,9196.93,8715.92
11/12/2014,9196.93,9404.17,9196.93
10/12/2014,9404.17,9482.62,9404.17
09/12/2014,9482.62,9577.93,9482.62
08/12/2014,9577.93,9578.87,9486.32
07/12/2014,9533.74,9544.6,9451.56
04/12/2014,9458.57,9459.13,9304.98
03/12/2014,9304.98,9304.98,9157.7
02/12/2014,9187,9271.57,9187
01/12/2014,9233.83,9315.93,9233.83
30/11/2014,9307.88,9335.41,9287.08
27/11/2014,9325.95,9334.24,9230.94
26/11/2014,9234.74,9234.74,9112.69
25/11/2014,9112.69,9156.68,9051.75
24/11/2014,9156.68,9293.6,9156.68
23/11/2014,9274.19,9300.83,9237
20/11/2014,9258.18,9285.24,9220.19
19/11/2014,9220.19,9223.38,9177.81
18/11/2014,9177.81,9195.23,9122.05
17/11/2014,9122.33,9230.5,9122.33
16/11/2014,9230.5,9316.1,9230.5
13/11/2014,9260.18,9345.53,9220.96
12/11/2014,9345.53,9493,9345.53
11/11/2014,9493,9577.28,9459.6
10/11/2014,9459.6,9459.6,9373.17
09/11/2014,9373.17,9439.25,9373.17
06/11/2014,9420.75,9581.39,9420.75
05/11/2014,9496,9530.58,9387.83
04/11/2014,9530.58,9572.08,9437.15
03/11/2014,9437.15,9437.15,9306.65
02/11/2014,9306.65,9313.14,9115.63
30/10/2014,9115.63,9116.64,8952.25
29/10/2014,8952.25,8952.49,8744.77
28/10/2014,8744.77,8744.77,8606.43
27/10/2014,8648.99,8775.02,8648.99
26/10/2014,8775.02,8835.57,8775.02
23/10/2014,8797.29,8817.71,8760.82
22/10/2014,8811.88,8816.57,8633.15
21/10/2014,8633.15,8633.15,8534.89
20/10/2014,8534.89,8535.14,8470.44
