Date,Value,High,Low
11/08/2011,4592.31,4661.66,4580.74
10/08/2011,4661.66,4661.73,4478
09/08/2011,4478,4701.08,4417.83
08/08/2011,4701.08,4814.89,4701.08
07/08/2011,4798.89,5007.5,4779.72
04/08/2011,5007.5,5009.34,4916.93
03/08/2011,4923.29,4967.04,4904.97
02/08/2011,4967.04,5081.25,4967.04
01/08/2011,5073.07,5080.73,5033.45
31/07/2011,5035.63,5048.46,5020.38
28/07/2011,5022.25,5067.1,5022.25
27/07/2011,5049.05,5085.99,5038.99
26/07/2011,5085.99,5115.44,5085.99
25/07/2011,5104.41,5136.78,5080.72
21/07/2011,5136.78,5146.87,5131.87
20/07/2011,5142.45,5174.26,5142.45
19/07/2011,5144.27,5180.33,5135.84
18/07/2011,5174.82,5263.3,5174.82
17/07/2011,5263.3,5263.83,5097.32
14/07/2011,5097.32,5098.42,5074.34
13/07/2011,5092.18,5119.25,4971.77
12/07/2011,4971.77,5116.21,4939.48
11/07/2011,5116.21,5270.66,5116.21
10/07/2011,5270.66,5376.24,5270.66
07/07/2011,5360.34,5360.84,5291.72
06/07/2011,5320.51,5438.78,5320.44
05/07/2011,5438.78,5457.22,5428.1
04/07/2011,5428.1,5428.53,5413.48
03/07/2011,5418.69,5436.33,5373
30/06/2011,5373,5373.01,5269.96
29/06/2011,5283.9,5393.44,5283.44
28/06/2011,5393.44,5408.76,5368.37
27/06/2011,5375.73,5438.38,5366.67
26/06/2011,5438.38,5508.78,5438.28
23/06/2011,5479.6,5485.89,5461.49
22/06/2011,5473.91,5529.24,5473.87
21/06/2011,5529.24,5650.96,5529.24
20/06/2011,5580.96,5666.37,5580.87
19/06/2011,5628.09,5628.09,5541.64
16/06/2011,5541.64,5561.37,5507.67
15/06/2011,5560.54,5616.95,5560.54
14/06/2011,5613.45,5613.45,5550.22
13/06/2011,5550.22,5551.6,5511.15
12/06/2011,5511.15,5525.36,5496.5
09/06/2011,5504.6,5512.02,5436.5
08/06/2011,5436.5,5439.72,5417.88
07/06/2011,5421.23,5434.51,5397.36
06/06/2011,5402.15,5445.01,5402.08
05/06/2011,5445.01,5458.54,5361.88
02/06/2011,5361.88,5507.67,5323.9
01/06/2011,5507.67,5532.01,5507.46
31/05/2011,5523.36,5590.03,5510.51
30/05/2011,5590.03,5599.04,5548.06
29/05/2011,5548.06,5548.06,5411.83
26/05/2011,5411.83,5424.87,5351.81
25/05/2011,5351.81,5351.91,5262.08
24/05/2011,5290.11,5333.73,5260.84
23/05/2011,5333.73,5419.29,5326.2
22/05/2011,5405.52,5405.52,5249.11
19/05/2011,5249.11,5249.79,5187.89
18/05/2011,5187.89,5203.28,5146.01
17/05/2011,5203.28,5207.68,5126.69
16/05/2011,5126.69,5126.76,5062.08
15/05/2011,5062.08,5062.24,5005.09
12/05/2011,5005.09,5005.27,4973.53
11/05/2011,5002.82,5002.91,4955.77
10/05/2011,4957.68,4957.7,4929.14
09/05/2011,4934.23,4934.45,4878.41
08/05/2011,4878.41,4937.06,4850.41
05/05/2011,4937.06,4982.47,4935.32
04/05/2011,4982.47,5069.72,4982.47
03/05/2011,5039.41,5060.93,5039.41
02/05/2011,5052.81,5056.46,5003.65
28/04/2011,5003.65,5003.67,4973.18
27/04/2011,4973.18,4995.28,4945.51
26/04/2011,4989.08,5020.37,4976.68
21/04/2011,4996.07,5011.76,4986.46
20/04/2011,4986.46,5083.58,4985.49
19/04/2011,5080.95,5086.96,4956
18/04/2011,4956,5118.31,4953.01
17/04/2011,5118.31,5300.06,5117.83
14/04/2011,5300.06,5342.28,5300.06
13/04/2011,5301.47,5301.47,5202.47
12/04/2011,5202.47,5299.02,5199.9
11/04/2011,5277.44,5354.62,5276.52
10/04/2011,5349.02,5425.98,5346.61
07/04/2011,5425.98,5477.63,5413.14
06/04/2011,5477.63,5513.52,5470.28
05/04/2011,5470.28,5493.83,5429.24
04/04/2011,5493.83,5619.12,5493.35
03/04/2011,5558.64,5558.64,5463.72
31/03/2011,5463.72,5480.94,5354.04
30/03/2011,5480.94,5525.48,5321.67
29/03/2011,5409.43,5409.43,5251.3
28/03/2011,5251.3,5605.4,5212.08
27/03/2011,5212.08,5212.08,4950.82
24/03/2011,4950.82,5142.71,4794.88
23/03/2011,5142.71,5646.5,5085.63
27/01/2011,5646.5,6310.44,5628.33
26/01/2011,6310.44,6723.17,6310.44
24/01/2011,6723.17,6733.29,6691.46
23/01/2011,6696.88,6709.04,6662.73
20/01/2011,6698.39,6720.45,6645.19
19/01/2011,6645.19,6693.58,6613.73
18/01/2011,6693.58,6910.53,6693.58
17/01/2011,6910.53,7121.23,6910.53
16/01/2011,7082.09,7161.08,7071.9
13/01/2011,7156.28,7170.05,7128.96
12/01/2011,7128.96,7181.6,7128.96
11/01/2011,7154.7,7207.22,7151.96
10/01/2011,7201.53,7217.12,7199.58
06/01/2011,7202.58,7219.67,7201.86
05/01/2011,7210.41,7245.82,7200.3
04/01/2011,7200.3,7200.58,7073.12
03/01/2011,7073.12,7115.5,7064.18
02/01/2011,7082.4,7142.14,7082.19
30/12/2010,7142.14,7148.77,7071.5
29/12/2010,7076.57,7076.57,7025.43
28/12/2010,7027.49,7033.64,6968.12
27/12/2010,6968.12,6968.12,6922.61
26/12/2010,6928.57,6987.58,6928.05
23/12/2010,6951.31,6967.42,6909.77
22/12/2010,6910.28,6957.52,6904.47
21/12/2010,6945.8,6952.55,6912.34
20/12/2010,6912.34,6926.02,6887.37
19/12/2010,6887.37,6904.4,6877.05
16/12/2010,6904.4,6968.5,6904.4
15/12/2010,6943.38,7009.19,6943.38
14/12/2010,6996.34,7006.99,6938.3
13/12/2010,6938.3,6945.15,6916
12/12/2010,6916,6944.53,6873.33
09/12/2010,6873.33,6873.33,6773.66
08/12/2010,6773.66,6773.8,6735.82
06/12/2010,6735.82,6779.52,6735.82
05/12/2010,6762.44,6763.46,6689.76
02/12/2010,6689.76,6743.98,6682.61
01/12/2010,6682.61,6720.57,6682.02
30/11/2010,6704.83,6816.29,6704.83
29/11/2010,6816.29,6852.93,6789.41
28/11/2010,6789.41,6850.12,6789.41
25/11/2010,6837.61,6866.4,6829.29
24/11/2010,6829.29,6889.53,6827.68
23/11/2010,6880.6,6977.17,6870.68
22/11/2010,6977.17,7008.9,6924.79
21/11/2010,6924.79,6924.79,6825.41
18/11/2010,6825.41,6825.71,6743.91
14/11/2010,6743.91,6762.94,6724.24
11/11/2010,6762.94,6837.19,6762.94
10/11/2010,6837.19,6854.34,6829.34
09/11/2010,6829.34,6847.93,6798.89
08/11/2010,6841.59,6852.65,6828.65
07/11/2010,6828.65,6831.79,6764.61
04/11/2010,6764.61,6802.55,6713.99
03/11/2010,6713.99,6714.06,6654.76
02/11/2010,6654.76,6654.76,6612.27
01/11/2010,6612.27,6670.34,6611.99
31/10/2010,6670.34,6721.08,6670.34
28/10/2010,6697.52,6736.96,6691.07
27/10/2010,6691.07,6804.58,6691.07
26/10/2010,6804.58,6853.87,6804.58
25/10/2010,6853.87,6868.53,6815.04
24/10/2010,6815.04,6840.59,6806.73
21/10/2010,6806.73,6806.81,6733.47
20/10/2010,6733.47,6821.57,6729.76
19/10/2010,6821.57,6845.32,6821.44
18/10/2010,6845.32,6873.24,6845.3
17/10/2010,6873.24,6891.32,6852.71
14/10/2010,6879.45,6930.24,6879.3
13/10/2010,6900.97,6911.54,6824.1
12/10/2010,6824.1,6825.85,6780.9
11/10/2010,6804.58,6840.35,6803.85
10/10/2010,6823.1,6887.44,6823.1
07/10/2010,6879.23,6880.32,6824.06
05/10/2010,6845.32,6947.67,6837.43
04/10/2010,6837.43,6844.75,6736.24
03/10/2010,6736.24,6736.24,6634.27
30/09/2010,6634.27,6713.25,6633.75
29/09/2010,6704.25,6738.71,6687.1
28/09/2010,6687.98,6688,6650.42
27/09/2010,6679.1,6736.89,6679.1
26/09/2010,6736.89,6781.26,6720.22
23/09/2010,6720.22,6726.28,6676.98
22/09/2010,6676.98,6677.42,6652.61
21/09/2010,6672.53,6682.63,6608.61
20/09/2010,6608.61,6614.2,6565.41
19/09/2010,6565.41,6567.93,6530.47
16/09/2010,6530.47,6570.24,6527.9
15/09/2010,6568.1,6624.21,6553.91
14/09/2010,6615.21,6665.3,6615.18
13/09/2010,6617.76,6617.76,6499.63
08/09/2010,6499.63,6499.63,6447.69
07/09/2010,6447.69,6517.34,6446.59
06/09/2010,6517.34,6541.29,6513.58
05/09/2010,6525.24,6559.79,6525.24
02/09/2010,6526.41,6540,6493.28
01/09/2010,6493.28,6493.65,6407.93
31/08/2010,6407.93,6468.69,6394.89
30/08/2010,6468.69,6491.02,6442.89
29/08/2010,6465.08,6521.18,6465.08
26/08/2010,6474.45,6475.4,6404.81
25/08/2010,6404.81,6506.92,6404.81
24/08/2010,6506.92,6509.4,6462.73
23/08/2010,6486.06,6486.06,6381.35
22/08/2010,6381.35,6398.37,6381.29
19/08/2010,6388.88,6395.23,6358.01
18/08/2010,6360.71,6406.46,6360.69
17/08/2010,6375.57,6376.98,6282.82
16/08/2010,6282.82,6302.97,6277.23
15/08/2010,6302.97,6369.4,6302.97
12/08/2010,6333.14,6373.43,6322.55
11/08/2010,6373.43,6461.4,6373.43
10/08/2010,6461.4,6465.14,6435.64
09/08/2010,6442.14,6448.17,6388.77
08/08/2010,6388.77,6409.88,6388.77
05/08/2010,6407.06,6411.66,6307.83
04/08/2010,6307.83,6317.35,6273.67
03/08/2010,6317.35,6387.02,6305.89
02/08/2010,6305.89,6364.57,6304.03
01/08/2010,6363.5,6378.02,6316.52
29/07/2010,6316.52,6316.52,6212.55
28/07/2010,6226.18,6248.47,6190.37
27/07/2010,6193.28,6193.72,6115.93
26/07/2010,6115.93,6116.78,6087.71
25/07/2010,6111.95,6130.87,6029.03
22/07/2010,6029.03,6030.34,5951.24
21/07/2010,5967.53,5969.46,5911.58
20/07/2010,5914.22,6005.32,5914.22
19/07/2010,5989.73,5998.05,5965.2
18/07/2010,5974.59,6049.19,5959.49
15/07/2010,6049.19,6063.64,6019.49
14/07/2010,6057.27,6105.71,6030.38
13/07/2010,6030.38,6030.38,5957.61
12/07/2010,5994.96,6109.39,5994.96
11/07/2010,6108.29,6114.57,6026.87
08/07/2010,6026.87,6074.9,5944.93
07/07/2010,5944.93,6054.77,5940.46
06/07/2010,6020.97,6021.49,5850.38
05/07/2010,5850.38,5895.55,5814.24
04/07/2010,5895.55,6033.09,5895.55
30/06/2010,6033.09,6120.71,6028.81
29/06/2010,6120.71,6256.48,6099.97
28/06/2010,6256.48,6297.22,6256.48
27/06/2010,6290.9,6308.27,6253.58
24/06/2010,6307.27,6361.9,6307.27
23/06/2010,6318.63,6355.05,6281
22/06/2010,6355.05,6547.13,6355.05
21/06/2010,6547.13,6600.68,6519.09
20/06/2010,6519.09,6519.29,6418.39
17/06/2010,6418.39,6418.63,6342.33
16/06/2010,6348.25,6366.32,6284.83
15/06/2010,6284.83,6300.32,6252.6
14/06/2010,6300.32,6321.1,6295.07
13/06/2010,6300.84,6360.73,6243.09
10/06/2010,6243.09,6348.16,6230.99
09/06/2010,6348.16,6365.19,6312.85
08/06/2010,6312.85,6390.3,6311.92
07/06/2010,6311.92,6366.82,6284.7
06/06/2010,6366.82,6517.94,6332.78
03/06/2010,6517.94,6565.51,6430.27
02/06/2010,6430.27,6437.79,6381.22
01/06/2010,6437.79,6601.19,6437.79
31/05/2010,6549.02,6549.02,6430.24
30/05/2010,6517.43,6561.23,6337.51
27/05/2010,6337.51,6337.51,6200.29
26/05/2010,6200.29,6201.9,5937.5
25/05/2010,5937.5,6321.2,5936.49
24/05/2010,6321.2,6524.61,6321.2
23/05/2010,6393.67,6437.83,6363.76
20/05/2010,6421.58,6530.84,6421.58
19/05/2010,6489.06,6761.28,6489.06
18/05/2010,6761.28,6791.85,6641.88
17/05/2010,6641.88,6703.14,6607.03
16/05/2010,6694.21,6917.13,6694.11
13/05/2010,6917.13,6965.85,6836.48
12/05/2010,6836.48,6858.08,6746.41
11/05/2010,6822.79,6979.67,6822.79
10/05/2010,6974.96,7012.16,6756
09/05/2010,6756,7116.45,6700.81
06/05/2010,7116.45,7176.83,7116.45
05/05/2010,7176.83,7348.91,7148.56
04/05/2010,7348.91,7451.09,7324.45
03/05/2010,7324.45,7341.2,7239
02/05/2010,7277.31,7451.72,7277.31
29/04/2010,7451.72,7500.56,7414.89
28/04/2010,7500.56,7603.04,7487.87
27/04/2010,7603.04,7639.12,7589.43
26/04/2010,7591.05,7591.13,7467.35
22/04/2010,7467.35,7581.71,7466.07
21/04/2010,7581.71,7622.54,7530.56
20/04/2010,7530.56,7532.23,7390.91
19/04/2010,7390.91,7417.06,7382.92
18/04/2010,7417.06,7573.61,7417.06
15/04/2010,7573.61,7693.44,7573.61
14/04/2010,7591.37,7595.3,7428.14
13/04/2010,7428.14,7515.06,7413.46
12/04/2010,7515.06,7544.34,7447.92
11/04/2010,7447.92,7453.04,7248.61
08/04/2010,7248.61,7248.8,7142.38
07/04/2010,7142.38,7142.43,7044.63
06/04/2010,7051.11,7057.93,6863.43
01/04/2010,6863.43,6867.81,6800.13
31/03/2010,6806.11,6844.23,6799.04
30/03/2010,6820.93,6855.25,6794.57
29/03/2010,6855.25,6896.6,6846.75
28/03/2010,6846.75,6850.04,6765.26
25/03/2010,6765.26,6765.26,6695.38
24/03/2010,6716.77,6776.81,6659.14
23/03/2010,6659.14,6659.14,6463.58
22/03/2010,6518.51,6567.75,6506.24
21/03/2010,6553.78,6616.86,6553.78
18/03/2010,6610.42,6611.23,6504.05
17/03/2010,6560.33,6589.78,6465.65
16/03/2010,6465.65,6465.67,6295.6
15/03/2010,6353.14,6606.81,6353.14
14/03/2010,6606.81,6769.08,6606.81
11/03/2010,6769.08,6831.27,6769.08
10/03/2010,6775.8,6776.08,6690.91
09/03/2010,6690.91,6773.93,6684.56
08/03/2010,6773.93,6807.4,6762
07/03/2010,6807.4,6807.75,6767.39
04/03/2010,6783.83,6842.43,6783.38
03/03/2010,6783.38,6784.01,6675.67
02/03/2010,6675.67,6675.73,6631.99
01/03/2010,6650.55,6695.58,6625.78
28/02/2010,6632.54,6719.35,6632.54
25/02/2010,6719.35,6719.99,6608.2
24/02/2010,6608.2,6608.2,6543.85
23/02/2010,6574.57,6724.75,6574.57
22/02/2010,6702.14,6716.19,6671.5
21/02/2010,6708.45,6860.7,6708.45
18/02/2010,6860.7,6973.73,6860.7
17/02/2010,6973.73,7062.66,6973.73
16/02/2010,7062.66,7076.5,7015.7
15/02/2010,7019.47,7058.05,7008.82
14/02/2010,7008.82,7025.1,6933.04
11/02/2010,6933.04,6946.57,6904.32
10/02/2010,6933.91,7031.49,6933.21
09/02/2010,6947.03,6998.28,6932.11
08/02/2010,6998.28,7017.44,6827.49
07/02/2010,6827.49,6979.2,6781.78
04/02/2010,6979.2,7055.09,6979.2
03/02/2010,7037.97,7045.32,6926.86
02/02/2010,6926.86,6927.64,6801.66
01/02/2010,6801.66,6801.66,6699.84
31/01/2010,6756.14,6908.94,6696.07
28/01/2010,6696.07,6698.73,6586.67
27/01/2010,6586.67,6593.33,6558.33
26/01/2010,6569.47,6657.42,6551
24/01/2010,6657.42,6864.19,6657.42
21/01/2010,6864.19,6888.45,6826.94
20/01/2010,6888.45,6893.57,6823.04
19/01/2010,6833.26,6858.82,6725.28
18/01/2010,6725.28,6725.28,6656.92
17/01/2010,6697.37,6751.06,6680.8
14/01/2010,6680.8,6680.8,6581.59
13/01/2010,6581.59,6613.62,6534.8
12/01/2010,6534.8,6543.8,6459.38
11/01/2010,6459.38,6476.19,6436.54
10/01/2010,6476.19,6510.78,6436.87
06/01/2010,6436.87,6451.92,6407.43
05/01/2010,6420.49,6430.47,6323.9
04/01/2010,6323.9,6333.31,6272
03/01/2010,6272,6273.73,6208.77
31/12/2009,6208.77,6208.88,6185.92
30/12/2009,6198.35,6295.11,6198.35
29/12/2009,6257.88,6259.62,6153.85
28/12/2009,6153.85,6277.02,6124.44
27/12/2009,6277.02,6401.24,6277.02
24/12/2009,6380.44,6429.13,6380.35
23/12/2009,6393.54,6443.27,6371.18
22/12/2009,6443.27,6517.35,6411.7
21/12/2009,6411.7,6496.58,6411.55
20/12/2009,6496.58,6534.86,6477.86
17/12/2009,6477.86,6484.95,6424.49
16/12/2009,6484.95,6527.16,6478.3
15/12/2009,6483.29,6609.03,6483.29
14/12/2009,6609.03,6707.3,6580.44
13/12/2009,6580.44,6590.32,6192.8
10/12/2009,6192.8,6201.89,6132.8
09/12/2009,6132.8,6365.18,6129.33
08/12/2009,6365.18,6394.82,6322.09
07/12/2009,6322.9,6379.18,6280.31
06/12/2009,6379.18,6437.85,6366.77
03/12/2009,6384.42,6392.8,6239.79
02/12/2009,6239.79,6241.37,6067.59
01/12/2009,6067.59,6069.14,5867.41
30/11/2009,5868.47,6376.44,5868.42
25/11/2009,6376.44,6418.33,6316.61
24/11/2009,6316.61,6318.39,6255.67
23/11/2009,6279.72,6308.62,6212.58
22/11/2009,6216.85,6223.12,6141.53
19/11/2009,6195.47,6268.94,6155.66
18/11/2009,6268.94,6470.8,6268.03
17/11/2009,6470.8,6654.91,6470.8
16/11/2009,6654.91,6712.33,6647.89
15/11/2009,6647.89,6727.12,6647.89
12/11/2009,6703.04,6863.2,6703.04
11/11/2009,6863.2,6891.98,6828.08
10/11/2009,6861.37,6868.98,6715.99
09/11/2009,6715.99,6715.99,6666.35
08/11/2009,6679.57,6757.42,6551.65
05/11/2009,6551.65,6652.58,6507.12
04/11/2009,6652.58,6682.51,6608.45
03/11/2009,6617.55,6849.06,6617.55
02/11/2009,6849.06,6885.82,6784.89
01/11/2009,6784.89,6966.25,6784.6
29/10/2009,6966.25,7121.16,6890.53
28/10/2009,7121.16,7279.91,7121.16
27/10/2009,7198.16,7249.55,7189.75
26/10/2009,7249.55,7261.76,7174.73
25/10/2009,7188.75,7207.54,7101.7
22/10/2009,7101.7,7101.7,7002.23
21/10/2009,7062.09,7145.15,7062.07
20/10/2009,7145.15,7157.51,7119.13
19/10/2009,7119.13,7121.18,6993.3
18/10/2009,6993.3,7065.31,6993.3
15/10/2009,7065.31,7097.26,6990.75
14/10/2009,6990.75,6990.81,6811.56
13/10/2009,6811.56,6840.18,6795.82
12/10/2009,6827.35,6832.09,6766.6
11/10/2009,6766.6,6774.27,6667.28
08/10/2009,6667.28,6705.19,6663.7
07/10/2009,6678.35,6735.7,6648.36
05/10/2009,6648.36,6724.07,6648.36
04/10/2009,6690.08,6789.83,6648.81
01/10/2009,6789.83,6817,6760.34
30/09/2009,6761.73,6803.86,6747.6
29/09/2009,6803.86,6867.97,6762.89
28/09/2009,6762.89,6911.18,6762.89
27/09/2009,6911.18,7003.36,6911.04
24/09/2009,7003.36,7020.35,6953.27
23/09/2009,7020.35,7035.56,6982.22
22/09/2009,6982.22,6982.41,6846.79
17/09/2009,6846.79,6846.79,6723.32
16/09/2009,6723.32,6741.48,6666.57
15/09/2009,6666.57,6687.53,6633.55
14/09/2009,6633.55,6726.64,6633.55
13/09/2009,6726.64,6732.28,6689.86
10/09/2009,6689.86,6708.27,6655.51
09/09/2009,6655.51,6669.67,6655.23
08/09/2009,6662.23,6688.02,6652.23
07/09/2009,6688.02,6728.79,6676.01
06/09/2009,6676.01,6685.23,6614.58
03/09/2009,6614.58,6622.65,6543.53
02/09/2009,6543.53,6593.34,6480.51
01/09/2009,6593.34,6725.52,6593.34
31/08/2009,6725.52,6760.06,6705.12
30/08/2009,6744.98,6752.73,6704.21
27/08/2009,6704.21,6782.51,6704.18
26/08/2009,6782.51,6791.3,6690.52
25/08/2009,6690.52,6690.52,6574.53
24/08/2009,6620.38,6620.92,6530.08
23/08/2009,6530.08,6530.08,6323.9
20/08/2009,6323.9,6335.83,6188.81
19/08/2009,6188.81,6299.61,6187.06
18/08/2009,6293.48,6300.55,6237.8
17/08/2009,6288.51,6514.44,6288.51
16/08/2009,6514.44,6519.25,6468.69
13/08/2009,6490.62,6490.62,6283.42
12/08/2009,6283.42,6398.22,6232.23
11/08/2009,6398.22,6508.28,6398.2
10/08/2009,6508.28,6575.71,6497.4
09/08/2009,6575.71,6647.3,6528.99
06/08/2009,6528.99,6532.36,6463.45
05/08/2009,6463.45,6463.45,6330.76
04/08/2009,6434.67,6532.86,6431.35
03/08/2009,6431.35,6431.36,6364.65
02/08/2009,6364.65,6364.65,6173.61
30/07/2009,6173.61,6173.61,6101.29
29/07/2009,6106.02,6139.98,6024.98
28/07/2009,6139.98,6182.65,6134.17
27/07/2009,6134.17,6154.51,6119.36
26/07/2009,6119.36,6157.41,5947.89
22/07/2009,5947.89,5972.77,5925.44
21/07/2009,5949.9,5994.8,5841.33
20/07/2009,5841.33,5841.33,5695.83
19/07/2009,5740.14,5786.64,5683.76
16/07/2009,5683.76,5708.24,5467.61
15/07/2009,5467.61,5485.45,5421.36
14/07/2009,5421.36,5435.63,5229.4
13/07/2009,5229.4,5299.41,5228.88
12/07/2009,5299.41,5457.99,5299.41
09/07/2009,5457.99,5588.3,5457.08
08/07/2009,5524.26,5777.58,5524.26
07/07/2009,5777.58,5816.65,5730.64
06/07/2009,5730.64,5918.19,5730.64
05/07/2009,5901.97,5965.06,5862.82
02/07/2009,5965.06,5965.06,5702.87
30/06/2009,5702.87,5704,5547.01
29/06/2009,5547.01,5592.33,5472
28/06/2009,5472,5521.46,5425.89
25/06/2009,5479.51,5586.44,5479.29
24/06/2009,5586.44,5672.68,5586.44
23/06/2009,5620.18,5864.01,5619.29
22/06/2009,5864.01,6069.62,5864.01
21/06/2009,6069.62,6167.92,6069.62
18/06/2009,6163.26,6306.84,6163.02
17/06/2009,6306.84,6379.98,6306.84
16/06/2009,6379.98,6381.08,6286.96
15/06/2009,6308.51,6308.51,6196.66
14/06/2009,6220.16,6220.34,6184.73
11/06/2009,6193.43,6306.19,6193.43
10/06/2009,6210.39,6210.39,6076.45
09/06/2009,6076.45,6200.82,6076.25
08/06/2009,6161.2,6218.78,6161.2
07/06/2009,6218.78,6306.84,6218.78
04/06/2009,6240.89,6252.41,6174.25
03/06/2009,6174.25,6255.07,6159.58
02/06/2009,6255.07,6305.31,6088.65
01/06/2009,6088.65,6088.65,5926.44
31/05/2009,5926.44,5926.44,5665.32
28/05/2009,5665.32,5869.37,5664.46
27/05/2009,5869.37,5954.58,5869.37
26/05/2009,5871.08,5876.22,5789.65
25/05/2009,5789.65,5822.38,5767.81
24/05/2009,5767.81,5779.95,5699.52
21/05/2009,5699.52,5937.11,5699.39
20/05/2009,5937.11,5994.65,5937.11
19/05/2009,5979.99,5983.15,5762.55
18/05/2009,5762.55,5764.56,5640.28
17/05/2009,5640.28,5680.26,5598.22
14/05/2009,5628.53,5868.65,5628.53
13/05/2009,5868.65,6042.52,5868.65
12/05/2009,5929.94,5930.44,5723.12
11/05/2009,5774.81,5780.04,5657.76
10/05/2009,5745.33,5745.33,5507.43
07/05/2009,5507.43,5527.88,5332.86
06/05/2009,5332.86,5332.94,5256.98
05/05/2009,5256.98,5268.95,5157.97
04/05/2009,5157.97,5174.01,5125.84
03/05/2009,5166.83,5243.39,5166.83
30/04/2009,5191.34,5194.55,5086.84
29/04/2009,5086.84,5087.96,4953.53
28/04/2009,4953.53,5032.38,4937.34
27/04/2009,5032.38,5103.82,5032.38
26/04/2009,5075.19,5075.19,4987.3
23/04/2009,4987.3,5049.61,4980.42
22/04/2009,4980.42,4981.15,4926.84
21/04/2009,4926.84,4968.62,4905.69
16/04/2009,4968.62,4968.62,4801.88
15/04/2009,4801.88,4895.16,4801.88
14/04/2009,4850.62,4917.83,4850.42
13/04/2009,4917.83,4980.68,4917.83
12/04/2009,4959.57,4971.01,4785.29
09/04/2009,4785.29,4851.63,4755.83
08/04/2009,4755.83,4797.95,4686.3
07/04/2009,4797.95,4943.39,4659.69
06/04/2009,4816.65,4914.7,4625.81
05/04/2009,4625.81,4625.89,4363.69
02/04/2009,4363.69,4368.72,4212.27
01/04/2009,4212.27,4278.4,4193.94
31/03/2009,4193.94,4247.48,4161.81
30/03/2009,4247.48,4340.16,4247.48
29/03/2009,4332.56,4332.56,4217.67
26/03/2009,4245.74,4264.29,4167.24
25/03/2009,4167.24,4214.64,4105.25
24/03/2009,4214.64,4301.5,4086.18
23/03/2009,4086.18,4086.18,3982.28
22/03/2009,3982.28,3982.65,3965.55
19/03/2009,3965.8,3988.21,3914.65
18/03/2009,3914.65,3920.19,3814.93
17/03/2009,3814.93,3822.86,3780.84
16/03/2009,3780.84,3853.06,3776.46
15/03/2009,3819.56,3860.67,3700.76
12/03/2009,3700.76,3712.82,3674.39
11/03/2009,3712.82,3759.24,3627.77
10/03/2009,3627.77,3629.01,3587.46
08/03/2009,3587.46,3598.63,3575.93
05/03/2009,3575.93,3605.23,3559.09
04/03/2009,3559.09,3562.48,3517.33
03/03/2009,3517.33,3584.86,3494.95
02/03/2009,3584.86,3647.02,3584.86
01/03/2009,3647.02,3648.15,3588.01
26/02/2009,3597.56,3597.56,3559.06
25/02/2009,3562.27,3562.75,3473.53
24/02/2009,3473.53,3572.06,3452.33
23/02/2009,3572.06,3584.64,3523.99
22/02/2009,3528.81,3585.82,3517.22
19/02/2009,3585.82,3600.66,3529.82
18/02/2009,3529.82,3625.6,3527.28
17/02/2009,3625.6,3735.72,3625.6
16/02/2009,3735.72,3758.02,3696.26
15/02/2009,3696.26,3698.27,3600.79
12/02/2009,3600.79,3616.28,3546.04
11/02/2009,3546.04,3553.35,3506.23
10/02/2009,3553.35,3558.59,3421.14
09/02/2009,3421.14,3484.1,3393.67
08/02/2009,3484.1,3519.31,3389.31
05/02/2009,3389.31,3548.44,3380.42
04/02/2009,3548.44,3639.87,3510.98
03/02/2009,3510.98,3578.6,3410.12
02/02/2009,3578.6,3727.59,3578.6
01/02/2009,3727.59,3874.94,3727.59
29/01/2009,3874.94,3922.42,3867.56
28/01/2009,3867.56,3892.01,3862.08
27/01/2009,3862.08,3871.78,3669.73
26/01/2009,3669.73,3669.73,3623.63
25/01/2009,3643.34,3810.18,3643.23
22/01/2009,3810.18,3950.04,3780.38
21/01/2009,3780.38,4021.36,3779.05
20/01/2009,4021.36,4219.24,4018.76
19/01/2009,4219.24,4371.09,4219.24
18/01/2009,4300.45,4354.41,4300.33
15/01/2009,4327.01,4477.12,4307.16
14/01/2009,4477.12,4561.19,4477.12
13/01/2009,4500.98,4600.31,4500.98
12/01/2009,4600.31,4633.24,4600.31
11/01/2009,4628.08,4657.84,4613.24
08/01/2009,4634.36,4711.85,4623.64
06/01/2009,4711.85,4788.92,4711.78
05/01/2009,4731.28,4745.76,4710.38
04/01/2009,4710.38,4719.2,4596.49
31/12/2008,4596.49,4621.72,4487.47
30/12/2008,4487.47,4488.82,4351.39
28/12/2008,4351.39,4357.96,4320.5
25/12/2008,4357.96,4400.92,4331.88
24/12/2008,4331.88,4411.58,4271.82
23/12/2008,4324.27,4361.91,4324.23
22/12/2008,4351.38,4386.83,4313.25
21/12/2008,4325.77,4453.4,4325.65
18/12/2008,4453.4,4516.73,4453.4
17/12/2008,4484.01,4509.07,4434.97
16/12/2008,4434.97,4450.81,4366.68
15/12/2008,4366.68,4366.68,4291.37
14/12/2008,4302.03,4329.42,4291.23
11/12/2008,4319.74,4319.88,4192.16
10/12/2008,4202.25,4262.73,4059.08
04/12/2008,4059.08,4059.08,3969.34
03/12/2008,3979.71,4085.88,3937.66
02/12/2008,3937.66,0,0
01/12/2008,4022.58,4205.86,4022.58
30/11/2008,4205.86,0,0
27/11/2008,4043.72,0,0
26/11/2008,3978.67,3981.53,3866.95
25/11/2008,3866.95,3867.3,3686.35
24/11/2008,3686.35,3919.1,3686.35
23/11/2008,3906.25,3923.77,3811.76
20/11/2008,3878.11,4098.51,3878.11
